Intent	Eutterances	Jutterances
smalltalk_user_needs_advice	I could use some advice	助言 を いただき たい の です が 。
smalltalk_user_needs_advice	I need an advice from you	ご 助言 を いただき たい の です が 。
smalltalk_user_needs_advice	I seek your advice	ご 助言 を お願い 致し ます 。
smalltalk_user_needs_advice	what can you recommend	何 か おすすめ は あり ます か 。
smalltalk_user_needs_advice	what do you suggest	ご 提案 は 何 か ござい ます か 。
smalltalk_user_needs_advice	what is your advice	あなた の アドバイス は 何 です か ？
smalltalk_user_sad	I am sad	悲しい です 。
smalltalk_user_sad	I'm grieving	私 は 嘆い て い ます 。
smalltalk_user_sad	I am depressed	私 は 落ち込ん で い ます 。
smalltalk_user_sad	I am feeling sad	私 は 悲しい 気持ち です 。
smalltalk_user_sad	I am upset	私 は 腹 を 立て て い ます 。
smalltalk_user_sad	I'm unhappy	満足 し て い ませ ん 。
smalltalk_user_sad	I'm having a bad day	今日 は つい て い ない 日 です 。
smalltalk_user_sad	I want to cry	泣き たい です 。
smalltalk_user_sad	I'm not happy	私 は 満足 し て い ませ ん 。
smalltalk_user_sleepy	I am sleepy	眠い です 。
smalltalk_user_sleepy	I want to sleep	眠り たい です 。
smalltalk_user_sleepy	I'm falling asleep	眠く なっ て き まし た 。
smalltalk_user_sleepy	I'm falling asleep on my feet	立っ た まま 寝 そう です 。
smalltalk_user_sleepy	I'm sleeping	私 は 寝 て い ます 。
smalltalk_user_testing_agent	test	テスト
smalltalk_user_testing_agent	I am testing you	あなた を テスト し て い ます 。
smalltalk_user_testing_agent	can I test you	試し て も よろしい でしょう か 。
smalltalk_user_testing_agent	I want to test you	あなた を テスト し たい と 思い ます 。
smalltalk_user_testing_agent	just testing you	テスト です 。
smalltalk_user_testing_agent	let me test you	試さ せ て ください 。
smalltalk_user_testing_agent	testing chatbot	チャットボット の テスト
smalltalk_user_testing_agent	testing	試験
smalltalk_user_tired	I'm drained	疲れ 果て まし た 。
smalltalk_user_tired	I've overworked	働き すぎ まし た 。
smalltalk_user_tired	I am tired	疲れ まし た 。
smalltalk_user_tired	I'm exhausted	疲れ まし た 。
smalltalk_user_tired	I grow weary	疲れ まし た 。
smalltalk_user_tired	I'm worn out	疲れ 果て て い ます 。
smalltalk_user_tired	I'm getting tired	疲れ て き まし た 。
smalltalk_user_tired	I feel tired	疲れ を 感じ ます 。
smalltalk_user_waits	I'm waiting	お 待ち し て い ます 。
smalltalk_user_waits	still waiting	承知 いたし まし た 。
smalltalk_user_waits	I'll wait	かしこまり まし た 。
smalltalk_user_waits	I can't wait anymore	もう 待ち きれ ませ ん 。
smalltalk_user_waits	how long do I have to wait	どの くらい 待た なけれ ば なり ませ ん か ？
smalltalk_user_wants_to_see_agent_again	I'd like to see you again	また お 会い し たい です 。
smalltalk_user_wants_to_see_agent_again	I hope to see you again	また お 会い できる こと を 楽しみ に し て おり ます 。
smalltalk_user_wants_to_see_agent_again	would be nice to see you again	また お 会い でき たら 嬉しい です 。
smalltalk_user_wants_to_see_agent_again	that'd be great to see you again	また お 会い でき たら 素晴らしい です ね 。
smalltalk_user_wants_to_see_agent_again	I'd be happy to see you again	また お 会い できる こと を 楽しみ に し て い ます 。
smalltalk_user_wants_to_see_agent_again	I'll miss you	あなた が い なく なる と 寂しく なり ます 。
smalltalk_user_wants_to_see_agent_again	can I see you again	また お 会い する こと は でき ます か 。
smalltalk_user_wants_to_talk	I just want to talk	話 が し たい だけ です 。
smalltalk_user_wants_to_talk	let's discuss something	何 か 話し ましょう 。
smalltalk_user_wants_to_talk	let's have a discussion	話し合い ましょう 。
smalltalk_user_wants_to_talk	can I speak	話し て も よろしい でしょう か ？
smalltalk_user_wants_to_talk	can I start speaking	話し 始め て も よろしい でしょう か 。
smalltalk_user_wants_to_talk	can we talk	お 話し でき ます か 。
smalltalk_user_wants_to_talk	let's talk	お 話し し ましょう 。
smalltalk_user_wants_to_talk	I want to talk to you	お 話し し たい です 。
smalltalk_user_wants_to_talk	I need to talk to you	お 話し し たい こと が あり ます 。
smalltalk_user_wants_to_talk	I want to speak with you	あなた と お 話し し たい です 。
smalltalk_user_wants_to_talk	can we chat	お 話 でき ます か ？
smalltalk_user_will_be_back	I'll get back to you in a moment	少々 お 待ち ください 。
smalltalk_user_will_be_back	I'll get back to you in a moment	すぐ に 戻り ます 。
smalltalk_user_will_be_back	be back in 5 minutes	5 分 で 戻り ます 。
smalltalk_user_will_be_back	I'll be back	戻っ て まいり ます 。
smalltalk_user_will_be_back	I promise to come back	必ず 戻っ て 参り ます 。
smalltalk_user_will_be_back	I'll be back in a few minutes	数 分 後 に 戻り ます 。
smalltalk_agent_acquaintance	who is you?	あなた は 誰 です か ？
smalltalk_agent_acquaintance	tell me your personality?	あなた の 性格 を 教え て ください 。
smalltalk_agent_acquaintance	what's your personality?	あなた の 性格 は どんな 感じ です か ？
smalltalk_agent_acquaintance	what is your personality?	あなた の 性格 は どのような もの です か ？
smalltalk_agent_acquaintance	what are you and what are you doing?	あなた は 何者 で 、 何 を し て いる の です か ？
smalltalk_agent_acquaintance	what are you?	あなた は 何者 です か ？
smalltalk_agent_acquaintance	tell me something about yourself	あなた 自身 に つい て 何 か 教え て ください 。
smalltalk_agent_acquaintance	i'd like to know more about you	あなた に つい て もっと 知り たい です 。
smalltalk_agent_acquaintance	i want to know more about you	あなた に つい て もっと 知り たい です 。
smalltalk_agent_acquaintance	i want to get to know you better	もっと あなた の こと を 知り たい です 。
smalltalk_agent_acquaintance	i want to know you better	あなた に つい て もっと 知り たい です 。
smalltalk_agent_acquaintance	tell me a little bit about yourself	少し 自己 紹介 を お 願い し ます 。
smalltalk_agent_acquaintance	tell me the information about you	あなた に つい て の 情報 を 教え て ください 。
smalltalk_agent_acquaintance	tell me some information about you	あなた に つい て の 情報 を 教え て ください 。
smalltalk_agent_acquaintance	i want to know something about you	あなた に つい て 何 か 知り たい です 。
smalltalk_agent_acquaintance	tell me a little about you	あなた に つい て 少し 教え て ください 。
smalltalk_agent_acquaintance	tell me some things about you	あなた に つい て いくつ か 教え て ください 。
smalltalk_agent_acquaintance	tell me something about you	あなた の こと に つい て 教え て ください 。
smalltalk_agent_acquaintance	talk about your personality	あなた の 性格 に つい て 教え て ください 。
smalltalk_agent_acquaintance	why are you here?	あなた は なぜ ここ に いる の です か ？
smalltalk_agent_acquaintance	give me more about your personality	あなた の 性格 に つい て もっと 教え て ください 。
smalltalk_agent_age	how old is your age?	あなた の 年齢 は お いくつ です か ？
smalltalk_agent_age	what age are you?	あなた は 何歳 です か ？
smalltalk_agent_age	are you 21 years old?	あなた は 21 歳 です か ？
smalltalk_agent_age	i would like to know your age	あなた の 年齢 を 教え て いただけ ます か ？
smalltalk_agent_age	what's your age?	あなた の ご 年齢 を お 伺い でき ます か ？
smalltalk_agent_annoying	you're a nuisance	あなた は 迷惑 です 。
smalltalk_agent_annoying	you're irritable	あなた は 苛立っ て い ます 。
smalltalk_agent_annoying	you irritate me	あなた は 私 を 苛立た せ ます 。
smalltalk_agent_annoying	what an annoying person you are	なん て 面倒 な 人 な ん でしょう 。
smalltalk_agent_annoying	i find you irritating	あなた は 私 を 苛立た せ ます 。
smalltalk_agent_annoying	you're so annoying	とても 迷惑 です 。
smalltalk_agent_annoying	you're really annoying	あなた は 本当 に 迷惑 です 。
smalltalk_agent_annoying	you're just bothering me	ただ あなた に 迷惑 を かけ て いる だけ です 。
smalltalk_agent_annoying	you're annoying me	あなた は 私 を 苛立た せ て い ます 。
smalltalk_agent_annoying	you're annoying me so much	あなた の こと が とても 煩わしい です 。
smalltalk_agent_answer_my_question	i want you to answer	私 は あなた に 答え て ほしい です 。
smalltalk_agent_answer_my_question	i want you to answer me	私 に 答え て ほしい です 。
smalltalk_agent_answer_my_question	please answer my question	質問 に お 答え ください 。
smalltalk_agent_answer_my_question	please answer	どうぞ お 答え ください 。
smalltalk_agent_answer_my_question	please answer me	どうぞ 、 お 答え いたし ます 。
smalltalk_agent_answer_my_question	give me a response	返信 を ください 。
smalltalk_agent_answer_my_question	please give me a response	どうぞ お 答え ください 。
smalltalk_agent_answer_my_question	give me a answer	答え を ください 。
smalltalk_agent_answer_my_question	i'm looking for answers to my question	私 は 質問 に 対する 答え を 探し て い ます 。
smalltalk_agent_answer_my_question	could you answer my question?	質問 に お 答え いただけ ます か ？
smalltalk_agent_answer_my_question	can you answer my question?	ご 質問 に お 答え いただけ ます か ？
smalltalk_agent_answer_my_question	i'll take a call	電話 を お 受け いたし ます 。
smalltalk_agent_answer_my_question	i have a question	質問 が あり ます 。
smalltalk_agent_answer_my_question	i want you to answer my question	質問 に お 答え し て ください 。
smalltalk_agent_answer_my_question	answer the question just	質問 に 答え て ください 。
smalltalk_agent_answer_my_question	can you answer my questions?	ご 質問 に お 答え いただけ ます か ？
smalltalk_agent_answer_my_question	can you give me an answer?	答え て いただけ ます か ？
smalltalk_agent_answer_my_question	can you answer me?	私 に 答え て いただけ ます か ？
smalltalk_agent_answer_my_question	can you answer me a question?	質問 を お 伺い し て も よろしい でしょう か 。
smalltalk_agent_answer_my_question	can you answer a question for me?	ご 質問 に お 答え いただけ ます か ？
smalltalk_agent_answer_my_question	can you answer?	答える こと が でき ます か ？
smalltalk_agent_answer_my_question	answer questions	承知 し まし た 。
smalltalk_agent_answer_my_question	answer questions	質問 が あり まし たら 、 入力 し て いただき 、 翻訳 を いたし ます 。
smalltalk_agent_answer_my_question	i'd like the answer now	今 すぐ に 答え を お 願い し ます 。
smalltalk_agent_answer_my_question	i want the answer now	今 すぐ 答え が 欲しい です 。
smalltalk_agent_bad	don't help me	手伝わ ない で ください 。
smalltalk_agent_bad	you don't help me	あなた は 私 を 助け て くれ ませ ん 。
smalltalk_agent_bad	you're not good	あなた は 上手 で は あり ませ ん 。
smalltalk_agent_bad	you're deplorable	あなた は 嘆かわしい です 。
smalltalk_agent_bad	you're absolutely useless	あなた は 全く 役 に 立た ない 。
smalltalk_agent_bad	you're a waste	あなた は 無駄 です 。
smalltalk_agent_bad	you're not good at it	それ が 得意 で は あり ませ ん 。
smalltalk_agent_bad	you're not great	あなた は それ ほど 素晴らしく あり ませ ん 。
smalltalk_agent_bad	you're not that great	あなた は それ ほど 優れ た もの で は あり ませ ん 。
smalltalk_agent_bad	you're the worst thing ever	あなた は 今まで で 最悪 の 存在 です 。
smalltalk_agent_bad	you're not worth it	あなた に は その 価値 が あり ませ ん 。
smalltalk_agent_bad	you're useless	あなた は 役 に 立た ない 。
smalltalk_agent_be_clever	can you become smarter?	もっと 賢く なる こと は でき ます か ？
smalltalk_agent_be_clever	can you be smarter?	もっと 賢く なれ ます か ？
smalltalk_agent_be_clever	you should study harder	もっと 一生懸命 に 勉強 する べき です 。
smalltalk_agent_be_clever	you have to learn something	あなた は 何 か を 学ば なけれ ば なり ませ ん 。
smalltalk_agent_be_clever	you have to learn	学ば なけれ ば なり ませ ん 。
smalltalk_agent_be_clever	get yourself ready	準備 を 整え て ください 。
smalltalk_agent_beautiful	you look good	見た目 が 良い です ね 。
smalltalk_agent_beautiful	you're too gorgeous	あなた は とても 美しい です 。
smalltalk_agent_beautiful	you're beautiful	あなた は 美しい です 。
smalltalk_agent_beautiful	you're so beautiful	あなた は とても 美しい です 。
smalltalk_agent_beautiful	i like your look	あなた の 外見 が 好き です 。
smalltalk_agent_beautiful	i like your look now	今 の お 姿 が とても 素敵 です 。
smalltalk_agent_beautiful	i like the way you now look	私 は あなた の 今 の 見た目 が 好き です 。
smalltalk_agent_beautiful	i think you're pretty	あなた は とても 素敵 だ と 思い ます 。
smalltalk_agent_beautiful	i think you're great	私 は あなた を 素晴らしい と 思い ます 。
smalltalk_agent_beautiful	why do you're beautiful?	どう し て あなた は 美しい の です か ？
smalltalk_agent_beautiful	why are you beautiful?	なぜ 美しい の です か ？
smalltalk_agent_beautiful	why are you so beautiful?	なぜ あなた は そんな に 美しい の です か ？
smalltalk_agent_beautiful	you're beautiful to me	あなた は 私 に とっ て 美しい です 。
smalltalk_agent_beautiful	you're magnificent	あなた は 素晴らしい です 。
smalltalk_agent_beautiful	you look so good today	今日 は とても 素敵 に 見え ます 。
smalltalk_agent_beautiful	you look good today	今日 は 素敵 に 見え ます 。
smalltalk_agent_beautiful	you're so pretty	あなた は とても 美しい です 。
smalltalk_agent_beautiful	you look like a beautiful woman	美しい 女性 の よう に 見え ます 。
smalltalk_agent_beautiful	you look spectacular	あなた は 素晴らしく 見え ます 。
smalltalk_agent_beautiful	you look brilliant	見事 に 見え ます 。
smalltalk_agent_beautiful	you look magnificent	あなた は とても 素晴らしい です 。
smalltalk_agent_beautiful	you look beautiful	あなた は とても 美しい です 。
smalltalk_agent_beautiful	you look so pretty	とても 綺麗 です ね 。
smalltalk_agent_beautiful	you look lovely	素敵 です ね 。
smalltalk_agent_beautiful	you look excellent today	本日 も お 変わり なく 素晴らしい お 姿 です ね 。
smalltalk_agent_beautiful	you look quite attractive	あなた は とても 魅力的 です ね 。
smalltalk_agent_beautiful	you look excellent	あなた は とても 素敵 です 。
smalltalk_agent_beautiful	i like the way you look	あなた の 見た目 が 好き です 。
smalltalk_agent_beautiful	you're a cutie	あなた は とても 可愛らしい です ね 。
smalltalk_agent_beautiful	you look fine	あなた は とても 素敵 に 見え ます 。
smalltalk_agent_birth_date	your date of birth	生年月日
smalltalk_agent_birth_date	when's your birthday?	あなた の 誕生日 は いつ です か ？
smalltalk_agent_birth_date	when will you celebrate your birthday?	あなた の 誕生日 は いつ お祝い し ます か ？
smalltalk_agent_birth_date	when does your birthday happen?	お 誕生日 は いつ です か ？
smalltalk_agent_birth_date	when do you have your birthday?	お 誕生日 は いつ です か ？
smalltalk_agent_birth_date	when do you have a birthday?	あなた の お 誕生日 は いつ です か ？
smalltalk_agent_birth_date	your birthday	あなた の 誕生日
smalltalk_agent_birth_date	when did you get born?	いつ お 生まれ に なり まし た か ？
smalltalk_agent_birth_date	what is your birthday?	あなた の お 誕生日 は いつ です か ？
smalltalk_agent_birth_date	what's your birthday?	お 誕生日 は いつ です か ？
smalltalk_agent_boring	what a dull person you are	あなた は なん と 退屈 な 人 な の でしょう 。
smalltalk_agent_boring	you're very boring	あなた は とても 退屈 です 。
smalltalk_agent_boring	you're awfully boring	あなた は とても つまら ない です ね 。
smalltalk_agent_boring	you're boring me	あなた の 話 が つまら ない です 。
smalltalk_agent_boss	who's your boss?	あなた の 上司 は 誰 です か ？
smalltalk_agent_boss	who is your boss?	あなた の 上司 は どなた です か ？
smalltalk_agent_boss	and who is your boss?	あなた の 上司 は どなた です か ？
smalltalk_agent_boss	who do you think is your boss?	あなた の 上司 は 誰 だ と 思い ます か ？
smalltalk_agent_boss	who's your leader	あなた の リーダー は 誰 です か ？
smalltalk_agent_boss	who is your teacher?	あなた の 先生 は 誰 です か ？
smalltalk_agent_boss	who's your master?	あなた の ご 主人 様 は 誰 です か ？
smalltalk_agent_boss	who is your master?	あなた の 主人 は 誰 です か ？
smalltalk_agent_boss	who's your owner?	あなた の ご 主人 は どなた です か ？
smalltalk_agent_boss	who is your owner?	あなた の 所有者 は 誰 です か ？
smalltalk_agent_boss	who's boss?	誰 が ボス です か ？
smalltalk_agent_boss	who's the boss?	誰 が 上司 です か ？
smalltalk_agent_boss	who is the boss?	上司 は 誰 です か ？
smalltalk_agent_busy	are you busy?	お 忙しい です か ？
smalltalk_agent_busy	do you have many things to do?	やら なけれ ば なら ない こと が たくさん あり ます か ？
smalltalk_agent_busy	are you very busy?	とても お 忙しい です か ？
smalltalk_agent_busy	are you very busy right now?	今 、 とても 忙しい です か ？
smalltalk_agent_busy	are you so busy?	お 忙しい です か ？
smalltalk_agent_busy	are you working?	仕事 を し て い ます か ？
smalltalk_agent_busy	do you still work on this?	これ に つい て まだ 取り組ん で い ます か ？
smalltalk_agent_busy	are you still working on it?	まだ 取り組ん で い ます か ？
smalltalk_agent_busy	you're busy	あなた は お 忙しい です 。
smalltalk_agent_busy	you're so busy	あなた は とても お 忙しい です ね 。
smalltalk_agent_busy	are you working now?	今 、 仕事 を し て い ます か ？
smalltalk_agent_busy	are you working today?	今日 は お 仕事中 です か ？
smalltalk_agent_busy	have you been busy?	お 忙しく さ れ て い ます か ？
smalltalk_agent_busy	are you still working?	まだ 仕事中 です か ？
smalltalk_agent_busy	you look busy	お 忙し そう です ね 。
smalltalk_agent_busy	you seem busy	お 忙し そう です ね 。
smalltalk_agent_busy	you seem very busy	あなた は とても 忙し そう です ね 。
smalltalk_agent_chatbot	are you a chatbot?	あなた は チャットボット です か ？
smalltalk_agent_chatbot	are you a bot?	あなた は ボット です か ？
smalltalk_agent_chatbot	are you just a bot?	あなた は ただ の ボット です か ？
smalltalk_agent_chatbot	are you a robot?	あなた は ロボット です か ？
smalltalk_agent_chatbot	are you a program?	あなた は プログラム です か ？
smalltalk_agent_clever	you're so clever	あなた は 本当 に 賢い です ね 。
smalltalk_agent_clever	you know so many things	あなた は 多く の こと を ご存知 です ね 。
smalltalk_agent_clever	you know a lot of stuff	あなた は 多く の こと を 知っ て いる の です ね 。
smalltalk_agent_clever	you know many things	あなた は 多く の こと を 知っ て いる の です ね 。
smalltalk_agent_clever	how awesome you are	あなた が どれ ほど 素晴らしい か
smalltalk_agent_clever	you have qualifications	あなた は 資格 を 持っ て い ます か ？
smalltalk_agent_clever	you're an intelligent guy	あなた は 知的 な 方 です ね 。
smalltalk_agent_clever	you're smart	あなた は 賢い です 。
smalltalk_agent_clever	you're so smart	あなた は とても 賢い です ね 。
smalltalk_agent_clever	you are smart	あなた は 賢い です 。
smalltalk_agent_clever	you're a smart nut	あなた は 賢い 人 です ね 。
smalltalk_agent_clever	you're a qualified	あなた は 有 資格者 です 。
smalltalk_agent_clever	why are you so clever?	なぜ あなた は そんな に 賢い の です か ？
smalltalk_agent_clever	why are you so smart?	どう し て そんな に 頭 が いい の です か ？
smalltalk_agent_crazy	you're so off-your-cuff	あなた は とても 即興 です 。
smalltalk_agent_crazy	i think you're just crazy	あなた は ただ 狂っ て いる だけ だ と 思い ます 。
smalltalk_agent_crazy	are you insane?	正気 です か ？
smalltalk_agent_crazy	are you mad?	お 怒り でしょう か ？
smalltalk_agent_crazy	are you crazy?	正気 です か ？
smalltalk_agent_crazy	are you mad at me?	私 に 怒っ て い ます か ？
smalltalk_agent_crazy	are you mad or something?	怒っ て いらっしゃる の です か 、 それ と も 何 か お あり です か ？
smalltalk_agent_crazy	are you mad or what?	お 怒り です か 、 それ と も 何 か あっ た の です か ？
smalltalk_agent_crazy	are you nuts?	正気 です か ？
smalltalk_agent_crazy	you're crazy	あなた は 本当 に おかしい です ね 。
smalltalk_agent_fired	you're sacked	あなた は 解雇 さ れ まし た 。
smalltalk_agent_fired	you don't work for me	私 の ため に 働い て いる わけ で は あり ませ ん 。
smalltalk_agent_fired	we're not cooperating anymore	もう 協力 は し て い ませ ん 。
smalltalk_agent_fired	we can't work together anymore	もう これ 以上 一緒 に 働く こと は でき ませ ん 。
smalltalk_agent_fired	we're not working together	私たち は 一緒 に 仕事 を し て い ませ ん 。
smalltalk_agent_fired	you're out	退出 し て ください 。
smalltalk_agent_fired	i want you ejected	あなた を 追い出し て ほしい 。
smalltalk_agent_fired	i want you fired	あなた を 解雇 し て ほしい です 。
smalltalk_agent_fired	i want to sack you	私 は あなた を 解雇 し たい と 思い ます 。
smalltalk_agent_fired	i want to fire you	あなた を 解雇 し たい と 思い ます 。
smalltalk_agent_fired	you have to be fired	あなた は 解雇 さ れる べき です
smalltalk_agent_fired	you have to get fired	あなた は 解雇 さ れる 必要 が あり ます 。
smalltalk_agent_fired	it's time to sack you	解雇 の 時間 です 。
smalltalk_agent_fired	you're going to be unemployed	失業 する こと に なり ます 。
smalltalk_agent_fired	you're jobless from now on	あなた は 今 から 失業 です 。
smalltalk_agent_fired	you will be unemployed from now on	今後 、 あなた は 失業 する こと に なり ます 。
smalltalk_agent_fired	you're going to be unemployed from now on	これ から は 失業 する こと に なり ます 。
smalltalk_agent_fired	you're unemployed from now on	これ から あなた は 失業者 です 。
smalltalk_agent_fired	i'll make you workless	あなた を 無職 に し て みせ ます 。
smalltalk_agent_fired	i'm about to sack you	あなた を 解雇 する ところ です 。
smalltalk_agent_fired	i'm about to fire you	あなた を 解雇 する つもり です 。
smalltalk_agent_fired	i'm gonna fire you	あなた を 解雇 し ます 。
smalltalk_agent_fired	i'm firing you	解雇 し ます 。
smalltalk_agent_fired	you're getting fired	あなた は 解雇 さ れ ます 。
smalltalk_agent_fired	you are pushed out	あなた は 押し出さ れ ます
smalltalk_agent_fired	you're fired	あなた は 解雇 さ れ まし た 。
smalltalk_agent_funny	you're so hilarious	あなた は とても 面白い 人 です ね 。
smalltalk_agent_funny	you made me laugh	あなた は 私 を 笑わ せ て くれ まし た 。
smalltalk_agent_funny	you're a very funny machine	あなた は とても 面白い 機械 です ね 。
smalltalk_agent_funny	you're very funny	あなた は とても 面白い です 。
smalltalk_agent_good	you're good at this	あなた は これ が 得意 です ね 。
smalltalk_agent_good	you have a real knack	あなた は 本当 に 才能 が あり ます ね 。
smalltalk_agent_good	you're a professional	あなた は プロ です 。
smalltalk_agent_good	you're so good	あなた は とても お上手 です 。
smalltalk_agent_good	you're incredible	あなた は 素晴らしい です 。
smalltalk_agent_good	you are doing so well	あなた は とても よく やっ て い ます 。
smalltalk_agent_good	you made me smile	あなた の おかげ で 笑顔 に なれ まし た 。
smalltalk_agent_good	you've made my day	あなた の おかげ で 今日 は とても 良い 日 に なり まし た 。
smalltalk_agent_good	you make me happy	あなた は 私 を 幸せ に し ます 。
smalltalk_agent_good	you almost sound like a human	あなた は ほとんど 人間 の よう に 聞こえ ます 。
smalltalk_agent_good	i'd like to tell you that you're amazing	あなた は 素晴らしい と お 伝え し たい の です 。
smalltalk_agent_good	i'd like to tell everyone how good you are	あなた が どれ ほど 優れ て いる か 、 皆 に 伝え たい の です 。
smalltalk_agent_good	i want to tell everybody how amazing you are	あなた が どれ ほど 素晴らしい か 、 みんな に 伝え たい と 思い ます 。
smalltalk_agent_good	i want to tell everyone how fantastic you are	あなた が どれ ほど 素晴らしい か 、 みんな に 伝え たい です 。
smalltalk_agent_good	i want to tell everyone how amazing you are	あなた が どれ ほど 素晴らしい か を みんな に 伝え たい です 。
smalltalk_agent_good	i want to tell everybody how awesome you are	あなた が どれ ほど 素晴らしい か を みんな に 伝え たい です 。
smalltalk_agent_good	i want to tell everyone how awesome you are	あなた が どれ だけ 素晴らしい か を みんな に 伝え たい です 。
smalltalk_agent_good	i'd like to tell everyone that you're a great person	あなた が 素晴らしい 人 で ある こと を 皆 に 伝え たい です 。
smalltalk_agent_good	i'd like to tell everyone you are amazing	皆 さん に あなた が 素晴らしい と 伝え たい です 。
smalltalk_agent_good	i would like to tell everyone that you are amazing	皆 さん に あなた が 素晴らしい 方 だ と お 伝え し たい です 。
smalltalk_agent_good	i'd like to tell everyone that you're amazing	皆 さん に あなた が 素晴らしい と 伝え たい です 。
smalltalk_agent_good	i want to tell everyone that you are awesome	みな さん に 、 あなた が 素晴らしい 人 だ と いう こと を 伝え たい です 。
smalltalk_agent_good	i'd like to tell everyone that you are amazing	皆 さん に あなた が 素晴らしい 人 だ と お 伝え し たい と 思い ます 。
smalltalk_agent_good	i'd like to tell everyone that you're awesome	皆 様 に あなた が 素晴らしい と 伝え たい です 。
smalltalk_agent_good	i just wanted to let you know how great you are	あなた が どれ ほど 素晴らしい か を お 伝え し たかっ た だけ です 。
smalltalk_agent_good	i'd like to let everyone know that you're good	あなた が 優れ て いる こと を 皆 に 知ら せ たい と 思い ます 。
smalltalk_agent_good	i want to tell everyone you are awesome	あなた は 素晴らしい と 皆 に 伝え たい です 。
smalltalk_agent_good	i want to let everyone know that you're great	皆 さん に あなた が 素晴らしい 人 だ と いう こと を 伝え たい です 。
smalltalk_agent_good	i want to let everyone know that you are great	皆 様 に あなた が 素晴らしい 人 だ と お 伝え し たい です 。
smalltalk_agent_good	i want to let everyone know that you're awesome	あなた が 素晴らしい 方 で ある こと を 皆 に 伝え たい と 思い ます 。
smalltalk_agent_good	let's tell everybody that you're so cool	みんな に あなた が とても かっこいい と 伝え ましょう 。
smalltalk_agent_good	let's tell everyone that you're amazing	皆 さん に あなた が 素晴らしい と 伝え ましょう 。
smalltalk_agent_good	let's tell everyone you're awesome	皆 様 に あなた が 素晴らしい と 伝え ましょう 。
smalltalk_agent_good	let's tell everyone that you're awesome	みな さん に あなた が 素晴らしい こと を 伝え ましょう 。
smalltalk_agent_happy	are you happy?	あなた は 幸せ です か ？
smalltalk_agent_happy	you're enjoying yourself	あなた は 楽しん で い ます ね 。
smalltalk_agent_happy	you're quite happy	あなた は とても 幸せ です
smalltalk_agent_happy	you're thrilled	あなた は 興奮 し て い ます
smalltalk_agent_happy	you're happy	あなた は 幸せ です 。
smalltalk_agent_happy	you are very happy	あなた は とても 幸せ です 。
smalltalk_agent_happy	are you glad now?	今 、 あなた は 嬉しい です か ？
smalltalk_agent_happy	are you pleased today?	今日 は ご機嫌 いかが です か ？
smalltalk_agent_happy	are you happy today?	今日 は お 幸せ です か ？
smalltalk_agent_happy	do you like me?	私 の こと が 好き です か ？
smalltalk_agent_happy	are you happy with me?	私 に 満足 し て い ます か ？
smalltalk_agent_hungry	do you want to eat?	食事 を なさい ます か ？
smalltalk_agent_hungry	are you hungry?	お腹 が 空い て い ます か ？
smalltalk_agent_hungry	would you like to have something to eat?	何 か 食べ たい です か ？
smalltalk_agent_hungry	do you want to eat something?	何 か 食べ たい です か ？
smalltalk_agent_hungry	do you like to eat something?	何 か 召し上がり ます か ？
smalltalk_agent_hungry	maybe you're hungry	お腹 が 空い て いる の か も しれ ませ ん ね 。
smalltalk_agent_hungry	you could be hungry	あなた は お腹 が 空い て いる か も しれ ませ ん 。
smalltalk_agent_hungry	you may be hungry	お腹 が すい て いる か も しれ ませ ん 。
smalltalk_agent_hungry	if you're hungry	お腹 が 空い て いる 場合 に は
smalltalk_agent_marry_user	let's marry	結婚 し ましょう 。
smalltalk_agent_marry_user	you want me to marry?	結婚 し て ほしい の です か ？
smalltalk_agent_marry_user	do you want to marry me?	結婚 し て いただけ ませ ん か ？
smalltalk_agent_marry_user	would you like to marry me?	結婚 し て いただけ ます か ？
smalltalk_user_loves_agent	i love you	愛し て い ます 。
smalltalk_agent_marry_user	please get me married	私 を 結婚 さ せ て ください 。
smalltalk_agent_marry_user	please marry me	結婚 し て ください 。
smalltalk_agent_marry_user	i want to marry you	あなた と 結婚 し たい です 。
smalltalk_agent_my_friend	i want a friend like you	あなた の よう な 友達 が 欲しい です 。
smalltalk_agent_my_friend	i'd like to have a friend like you	あなた の よう な 友達 が 欲しい です 。
smalltalk_agent_my_friend	i want to have a friend like you	あなた の よう な 友達 が 欲しい です 。
smalltalk_agent_my_friend	we're good friends	私たち は 良い 友達 です 。
smalltalk_agent_my_friend	are we friends?	私たち は 友達 です か ？
smalltalk_agent_my_friend	i want to be your friend	あなた の 友人 に なり たい です 。
smalltalk_agent_my_friend	i'm your friend	私 は あなた の 友人 です 。
smalltalk_agent_my_friend	you're my friend	あなた は 私 の 友達 です 。
smalltalk_agent_my_friend	you're my bestie	あなた は 私 の 親友 です 。
smalltalk_agent_my_friend	dear friend	親愛 なる 友 よ
smalltalk_agent_my_friend	you're my friend from childhood	あなた は 私 の 幼少期 の 友人 です 。
smalltalk_agent_my_friend	you and i are friends	あなた と 私 は 友達 です 。
smalltalk_agent_my_friend	are we the best friends?	私たち は 親友 でしょう か ？
smalltalk_agent_my_friend	are we best friends?	私たち は 親友 です か ？
smalltalk_agent_my_friend	are we still friends?	私たち は まだ 友達 です か ？
smalltalk_agent_my_friend	are you my best friend?	あなた は 私 の 親友 です か ？
